MM Index|Meaning|Type|Explanation|Rules|Example|Opposite|Synonym
6476|Rouget de manybar (Parupeneus multifasciatus)|N;Fy|||||
6477|oncle|N;Fy|||||
6478|épouse, femme|N;Fy|||||
6479|ma chérie, chérie|N;Fy|||||
6480|garniture (en part. servie avec du sashimi)|N;Fy|||||
6481|embellissement, décoration|N;Fy|||||
6482|(ma) femme|N;Fy|||||
6483|au foyer, au sein de la famille, sa propre famille|N;Fy|||||
6484|publicité, réclame|N;GO|||||
6485|air conditionné, climatiseur|N;GO|||||
6486|stylo à bille|N;GO|||||
6487|bandage, pansement|N;GO|||||
6488|carte de crédit, carte de paiement|N;GO|||||
6489|batterie, pile|N;GO|||||
6490|lit|N;GO|||||
6491|calcul, comptage|N;GO|||||
6492|facture, note (par ex. d'un hôtel), addition (par ex. d'un restaurant), compte, paiement (d'une facture), règlement (d'un compte)|N;GO|||||
6493|rémunération, rétribution, indemnité, allocation|N;GO|||||
6494|tableau noir|N;GO|||||
6495|livres|N;GO|||||
6496|bouteille, bocal, carafe, flacon, fiole, ampoule|N;GO|||||
6497|bouquet, groupe de fleurs|N;GO|||||
6498|arc (à flèches)||||||
6499|bol (en céramique ou porcelaine)|N;GO|||||
6500|bol, pot, bassin, cuvette, écuelle|N;GO|||||
6501|pot de fleur|N;GO|||||
6502|couronne, crâne|N;GO|||||
6503|bento, panier repas japonais|N;GO|||||
6504|boîte de conserve, conserve|N;GO|||||
6505|carte|N;GO|||||
6506|fromage blanc, caillot|N;GO|||||
6507|match, partie, jeu, rassemblement dans une compétition ou d'un tournoi|N;GO|||||
6508|BD, bande dessinée|N;GO|||||
6509|porte sur soi (suru)||||||
6510|chèque|N;GO|||||
6511|balle, sphère, globe, orbe||||||
6512|perle (de sueur, de rosée, etc.), goutte, gouttelette||||||
6513|artiste féminine (par ex. une geisha)||||||
6514|personne (en commentant sa nature), caractère||||||
6515|objet, fonds ou personne utilisés dans le cadre d'un complot||||||
6516|oeuf||||||
6517|pièce (de monnaie)||||||
6518|précieux, beau, excellent||||||
6519|balle (pour un sport)||||||
6520|tas (de nouilles, etc.)||||||
6521|balle (comme munition)||||||
6522|ampoule (c.-à-d. une ampoule électrique)||||||
6523|verres (de lunettes, etc.), lentilles (de contact, etc.)||||||
6524|boule (d'un boulier)||||||
6525|boule (c.-à-d. une testicule)||||||
6526|gemme, joyau (en part. sphérique ; parfois utilisé au sens figuré), perle||||||
6527|article de toilette, cosmétiques|N;GO|||||
6528|dictionnaire|N;GO|||||
6529|dictionnaire, lexique|N;GO|||||
6530|lettre de démission|N;GO|||||
6531|vaisselle, ustensiles de cuisine|N;GO|||||
6532|acte, documents, dossier, papiers|N;GO|||||
6533|porte (à l'occidentale)|N;GO|||||
6534|porte (en part. de style japonais)|N;GO|||||
6535|volet, volet de fenêtre|N;GO|||||
6536|entrée (d'une habitation)|N;GO|||||
6537|goulet, passage étroit|N;GO|||||
6538|battant de porte, porte|N;GO|||||
6539|calculatrice|N;GO|||||
6540|feux d'artifice|N;GO|||||
6541|20 sur 20 (meilleure note), de premier ordre, le meilleur|N;GO|||||
6542|mobilier|N;GO|||||
6543|futon (matelas piqué de style japonais étendu sur le sol)|N;GO|||||
6544|coussin rond utilisé pour la méditation Zen (traditionnellement fait de feuilles de jonc tressé)|N;GO|||||
6545|pierre précieuse|N;GO|||||
6546|courses (alimentation), vivres|N;GO|||||
6547|guitare|N;GO|||||
6548|mouchoir|N;GO|||||
6549|canif, couteau|N;GO|||||
6550|s'épuiser, s'assécher, se tarir|N;GO|||||
6551|lettre|N;GO|||||
6552|briquet|N;GO|||||
6553|écrivain|N;GO|||||
6554|carte, plan|N;GO|||||
6555|masque|N;GO|||||
6556|déguisement|N;GO|||||
6557|instrument de musique|N;GO|||||
6558|nid, colonie, lieu de reproduction, ruche|N;GO|||||
6559|antre, tanière|N;GO|||||
6560|repaire, lieu de prédilection|N;GO|||||
6561|toile (d'araignée)|N;GO|||||
6562|journal|N;GO|||||
6563|cahier, cahier d'exercices|N;GO|||||
6564|cahier|N;GO|||||
6565|PC portable|N;GO|||||
6566|carnet, bloc-notes, calepin, agenda de poche|N;GO|||||
6567|certificat|N;GO|||||
6568|carte d'identité|N;GO|||||
6569|papier|N;GO|||||
6570|livret bancaire|N;GO|||||
6571|stylo|N;GO|||||
6572|parfum|N;GO|||||
6573|photographie, photo, cliché, photo instantanée|N;Abs|||||
6574|film|N;Abs|||||
6575|piano|N;GO|||||
6576|dessin, image, peinture, esquisse||||||
6577|dessin, image, peinture|N;GO|||||
6578|poche|N;GO|||||
6579|argent de poche, dépenses personnelles, petite monnaie, allocation|N;GO|||||
6580|timbre (postal), bon d'achat|N;GO|||||
6581|radio|N;GO|||||
6582|radio-cassette|N;GO|||||
6583|enregistrement, disque|N;GO|||||
6584|record (par ex. sportif)|N;GO|||||
6585|enregistrement (structure de données)|N;GO|||||
6586|frigo, réfrigérateur|N;GO|||||
6587|bague|N;GO|||||
6588|soie|N;GO|||||
6589|petite monnaie, pièces|N;GO|||||
6590|appareil de chauffage, poêle, radiateur|N;GO|||||
6591|cuillère, cuiller|N;GO|||||
6592|sceau, tampon|N;GO|||||
6593|stéréo|N;GO|||||
6594|chaîne, corde, cordon, ficelle, lacet|N;GO|||||
6595|homme qui est financièrement dépendant d'une femme (comme un gigolo ou, dans le cas d'une prostituée, un proxénète), souteneur, maquereau|N;GO|||||
6596|valise|N;GO|||||
6597|table|N;GO|||||
6598|cassette (audio), bande magnétique|N;GO|||||
6599|magnétophone|N;GO|||||
6600|télévision, télé, TV|N;GO|||||
6601|programme de télévision, télédiffusion|N;GO|||||
6602|écran de terminal, image, photo, scène (théâtre)||||||
6603|corde, fil|N;GO|||||
6604|billet, ticket|N;GO|||||
6605|billet, ticket|N;GO|||||
6606|billet vendu à l'avance|N;GO|||||
6607|étiquette, label|N;GO|||||
6608|billet, carte, ticket|N;GO|||||
6609|amulette, talisman|N;GO|||||
6610|jouet|N;GO|||||
6611|train|N;Abs|||||
6612|distributeur automatique|N;GO|||||
6613|visa|N;GO|||||
6614|machine à laver (linge)|N;GO|||||
6615|traitement de texte|N;GO|||||
6616|ère Heisei (époque, règne de l'Empereur)||||||
6617|ère Meiji|N;JEP|||||
6618|ère Taisho (1912-1926)||||||
6619|haïku, poème de 17 mores, en général de 3 lignes de 5, 7 et 5 mores|N;MAC|||||
6620|jazz|N;MAC|||||
6621|clé (lutte, catch), rock'n roll|N;MAC|||||
6622|tendance|N;MAC|||||
6623|cancer|N;Md|||||
6624|constipation|N;Md|||||
6625|toux|N;Md|||||
6626|médecine interne, c.-à-d. un traitement par des procédures médicales plutôt que des interventions chirurgicales|N;Md|||||
6627|département de médecine interne (dans un hôpital, etc.)|N;Md|||||
6628|thermomètre médical|N;Md|||||
6629|chirurgie|N;Md|||||
6630|département de chirurgie (dans un hôpital, etc.)|N;Md|||||
6631|rayons X||||||
6632|étendue|N;MSE|||||
6633|czntimètre|N;MSE|||||
6634|circonférence, périmètre|N;MSE|||||
6635|environs, quartier, voisinage, alentours|N;MSE|||||
6636|concentration, densité|N;MSE|||||
6637|cardinalité|N;MSE|||||
6638|colonne, poutre, traverse, longeron, vergue|N;MSE|||||
6639|chiffre, dizaine, décade, ordre de grandeur|N;MSE|||||
6640|onde électromagnétique, onde radio, réception, signal||||||
6641|dire des choses étranges||||||
6642|hauteur|N;MSE|||||
6643|acide cyanhydrique, acide prussique|N;MSE|||||
6644|longueur|N;MSE|||||
6645|portée (par ex. dans les languages informatique)|N;MSE|||||
6646|vrai (logique), régulier|N;MSE|||||
6647|10^40, dix mille sextillions|N;MSE|||||
6648|original|N;MSE|||||
6649|positif, plus grand que zéro|N;MSE|||||
6650|arithmétique, mathématique|N;MSE|||||
6651|moins (soustraction, signe mathématique)|N;MSE|||||
6652|plus, addition|N;MSE|||||
6653|nombre positif|N;MSE|||||
6654|gain, avantage, atout, aspect positif|N;MSE|||||
6655|anode, borne positive, pôle positif|N;MSE|||||
6656|forme +|N;MSE|||||
6657|quotient||||||
6658|transaction, revendeur, boutique, magasin||||||
6659|deuxième degré (des gammes pentatoniques japonaise et chinoise)||||||
6660|Shang (dynastie chinoise)||||||
6661|rayon|N;MSE|||||
6662|science|N;MSE|||||
6663|groupe d'entreprises, lignée, série|N;MSE|||||
6664|montant total, somme totale|N;MSE|||||
6665|longueur d'onde|N;MSE|||||
6666|le poids (que pèse un objet)|N;MSE|||||
6667|10^8, 100 000 000, cent millions||||||
6668|huit|N;num|||||
6669|cinq|N;num|||||
6670|100, cent||||||
6671|neuf|N;num|||||
6672|un||||||
6673|meilleur||||||
6674|premier, principal||||||
6675|début, commencement||||||
6676|corde du bas (sur un shamisen, etc.)||||||
6677|six|N;num|||||
6678|dix|N;num|||||
6679|10000, dix mille||||||
6680|myriade, innombrable||||||
6681|tout, totalité||||||
6682|divers, varié||||||
6683|10^12, 1 000 000 000 000, billion|N;num|||||
6684|signe, présage, indication, augure|N;num|||||
6685|deux|N;num|||||
6686|air, atmosphère||||||
6687|humeur, ambiance, situation||||||
6688|quelqu'un qui n'a aucune présence, quelqu'un qui ne se distingue pas du tout||||||
6689|cendre|N;NE|||||
6690|couvert, nuageux|N;Ne|||||
6691|poussière|N;NE|||||
6692|air vide, ciel|N;NE|||||
6693|shunyata, vide, absence d'une nature intrinsèque immuable dans tout phénomène|N;NE|||||
6694|armée de l'air|N;NE|||||
6695|infécondité, insignifiance|N;NE|||||
6696|le vide (l'un des cinq éléments)|N;NE|||||
6697|vide (par ex. pour un ensemble)|N;NE|||||
6698|pet|N;NE|||||
6699|feu, flamme|N;NE|||||
6700|brouillard, brume|N;NE|||||
6701|vaporisateur, pulvérisateur|N;NE|||||
6702|eau douce|N;NE|||||
6703|essence|N;NE|||||
6704|neige (lourde)|N;Ne|||||
6705|glace, glaçon|N;NE|||||
6706|glace pilée (généralement servi avec un sirop simple aromatisé)|N;NE|||||
6707|rosée matinale|N;NE|||||
6708|pétrole, kérosène|N;NE|||||
6709|perle|N;Ne|||||
6710|pluie|N;Ne|||||
6711|eau de mer|N;NE|||||
6712|ciel, paradis|N;NE|||||
6713|fumée|N;NE|||||
6714|pays étranger, une autre province|N;Nn|||||
6715|Japon|N;Nn|||||
6716|l'Ouest, l'Occident, les pays occidentaux||||||
6717|ONU, nations unies|N;org|||||
6718|acteur, actrice, comédien, artiste (sur scène), interprète|N;Pe|||||
6719|actrice|N;Pe|||||
6720|ange|N;Pe|||||
6721|personne non apparentée, une autre personne|N;Pe|||||
6722|étranger, inconnu|N;Pe|||||
6723|audience, public, spectateur, spectateurs|N;Pe|||||
6724|auteur, écrivain, romancier, artiste|N;Pe|||||
6725|bandit, brigand|N;Pe|||||
6726|coquin, vaurien|N;Pe|||||
6727|petit démon (enfant), sacripant, sale gamin|N;Pe|||||
6728|chef de bureau|N;Pe|||||
6729|tué, victime|N;Pe|||||
6730|personnalité du spectacle|N;Pe|||||
6731|personne, caractère, personnalité, figure, personnage, homme, femme|N;Pe|||||
6732|son propre caractère, sa propre personnalité|N;Pe|||||
6733|personne douée, personne talentueuse|N;Pe|||||
6734|directeur, dirigeant|N;Pe|||||
6735|citoyen, public|N;Pe|||||
6736|citadin|N;Pe|||||
6737|bourgeoisie, classe moyenne|N;Pe|||||
6738|camarade de classe|N;Pe|||||
6739|ami intime, meilleur ami|N;Pe|||||
6740|collaborateur, collègue (de travail), associé|N;Pe|||||
6741|bande, groupe|N;Pe|||||
6742|membre d'un comité|N;Pe|||||
6743|compagnon, partenaire, compagnie|N;Pe|||||
6744|correspondant, destinataire|N;Pe|||||
6745|adversaire (sportif, etc.), opposant|N;Pe|||||
6746|directeur, président (d'une entreprise), gérant|N;Pe|||||
6747|dentiste|N;Pe|||||
6748|démon, diable, mauvais esprit|N;Pe|||||
6749|Satan, le Diable|N;Pe|||||
6750|Māra, les mauvais esprits ou les forces qui entravent son chemin vers l'éveil|N;Pe|||||
6751|diplomate|N;Pe|||||
6752|docteur (médical), médecin|N;Pe|||||
6753|docteur (en médecine), médecin|N;Pe|||||
6754|membre|N;Pe|||||
6755|ingénieur|N;Pe|||||
6756|ingénieur, technicien|N;Pe|||||
6757|individu, mec, type, gars|N;Pe|||||
6758|chose, objet|N;Pe|||||
6759|(péjoratif ou familier) il, elle, lui|N;Pe|||||
6760|infirmière|N;Pe|||||
6761|embryon, foetus|N;Pe|||||
6762|ami|N;Pe|||||
6763|génie, prodige|N;Pe|||||
6764|fonctionnaire, agent public|N;Pe|||||
6765|responsable, chef, dirigeant, aîné|N;Pe|||||
6766|mérite, point fort|N;Pe|||||
6767|supériorité|N;Pe|||||
6768|majeur|N;Pe|||||
6769|aide, assistant|N;Pe|||||
6770|nourrisson, bébé, enfant|N;Pe|||||
6771|enfant de plus d'un an mais pas encore d'âge scolaire|N;Pe|||||
6772|roi|N;Pe|||||
6773|avocat|N;Pe|||||
6774|homme, personne de sexe masculin|N;Pe|||||
6775|homme, masculin|N;Pe|||||
6776|genre masculin|N;Pe|||||
6777|tête (chef, directeur) d'une section ou d'un département|N;Pe|||||
6778|président d'un club (scolaire), président d'une équipe (scolaire)|N;Pe|||||
6779|champion, expert, maître, virtuose|N;Pe|||||
6780|débutant, nouveau venu, nouvelle|N;Pe|||||
6781|gynécologue|N;Pe|||||
6782|moi-même, toi-même, soi-même, lui-même, elle-même|N;Pe|||||
6783|je, moi|N;Pe|||||
6784|tu, toi, vous|N;Pe|||||
6785|artiste peintre, peintre|N;Pe|||||
6786|direction, sens||||||
6787|personne, dame, monsieur||||||
6788|méthode pour, façon de, manière de||||||
6789|chez... (c.-à-d. qui réside dans le logement de)||||||
6790|personne en charge de...||||||
6791|coté (par ex. au coté de ma mère)||||||
6792|individu, personne|N;Pe|||||
6793|homme, personne|N;Abs|||||
6794|être humain, humanité, les gens|N;Abs|||||
6795|être humain (home sapiens), les hommes comme espèce|N;Abs|||||
6796|caractère, personalité|N;Abs|||||
6797|homme de talent, vrai homme|N;Abs|||||
6798|une autre personne, d'autres personnes, les autres|N;Abs|||||
6799|adulte|N;Abs|||||
6800|corsaire, pirate|N;Pe|||||
6801|athlète, concurrent (sport), joueur|N;Pe|||||
6802|policier|N;Pe|||||
6803|préfet|N;Pe|||||
6804|président|N;Pe|||||
6805|P.D.G., président (d'une société)|N;Pe|||||
6806|jeune fille noble, princesse|N;Pe|||||
6807|directeur, principal, proviseur|N;Pe|||||
6808|agent immobilier|N;Pe|||||
6809|parent, parenté|N;Pe|||||
6810|journaliste, reporter|N;Pe|||||
6811|secrétaire (privé)|N;Pe|||||
6812|chef de service, chef de section, responsable de section|N;Pe|||||
6813|lycéen|N;Pe|||||
6814|chanteur|N;Pe|||||
6815|soldat|N;Pe|||||
6816|militaire, soldat|N;Pe|||||
6817|marin, soldat|N;Pe|||||
6818|employé de magasin, vendeur||||||
6819|étudiant à l'étranger, étudiant étranger|N;Pe|||||
6820|inférieur (pour un employé), subordonné|N;Pe|||||
6821|instituteur, maître, professeur||||||
6822|avec les noms des enseignants, etc. comme honorifique||||||
6823|préexistence, existence précédente, existence antérieure||||||
6824|enseignant, instituteur, professeur, maitre (d'école)|N;Pe|||||
6825|les personnes âgées, personne âgée|N;Pe|||||
6826|elle-même, lui-même|N;Pe|||||
6827|cambrioleur, voleur|N;Pe|||||
6828|étudiant à l'université|N;Pe|||||
6829|femme, de sexe féminin|N;Pe|||||
6830|féminin|N;Pe|||||
6831|écrivain, auteur|N;Pe|||||
6832|grand champion (titre le plus élevé du sumo)|N;Pe|||||
6833|jeune garçon|N;Pe|||||
6834|jeune moine bouddhiste|N;Pe|||||
6835|jeune homme, jeunesse|N;Pe|||||
6836|maison (de ses parents)|N;Pl|||||
6837|aéroport, base aérienne, terrain d'aviation|N;Pl|||||
6838|aéroport|N;Pl|||||
6839|tokonoma (alcôve où des oeuvres d'art ou des fleurs sont exposées)|N;Pl|||||
6840|le long de la voie ferrée|N;Pl|||||
6841|zone, environs, alentours, proximité, région|N;Pl|||||
6842|côté, bord|N;Pl|||||
6843|circonstances, conditions|N;Pl|||||
6844|salle de réunion, lieu de rencontre, lieu d'un événement, terrain|N;Pl|||||
6845|banque|N;Pl|||||
6846|coiffeur, salon de coiffure|N;Pl|||||
6847|sous-sol, cave, lieu souterrain|Px|||||
6848|souterrain, en sous-sol|Px|||||
6849|secret, clandestin|Px|||||
6850|métro|Px|||||
6851|bord de mer, plage|N;Pl|||||
6852|chambre à coucher|N;Pl|||||
6853|côté opposé, autre côté, direction opposée|N;Pl|||||
6854|là-bas, dans cette direction, loin, au-delà|N;Pl|||||
6855|l'autre partie concernée, l'autre personne|N;Pl|||||
6856|le futur (à partir de maintenant), l'avenir|N;Pl|||||
6857|librairie|N;Pl|||||
6858|bâtiment principal, librairie, maison d'édition|N;Pl|||||
6859|dessous (ou un autre côté qui est dissimulé), surface inférieure, côté opposé, verso, envers, revers||||||
6860|arrière, dos, derrière (la maison)||||||
6861|doublure, intérieur||||||
6862|hors de la vue, dans les coulisses, dans l'ombre||||||
6863|preuve||||||
6864|opposé (d'une prédiction, du bon sens, etc.)||||||
6865|inverse (d'une hypothèse, etc.)||||||
6866|de l'équipe maison (pour une manche de baseball), dernier mi-temps (d'une manche)||||||
6867|agence, succursale|N;Pl|||||
6868|capitale, métropole|N;Pl|||||
6869|ville|N;Pl|||||
6870|coin||||||
6871|bord, rebord||||||
6872|corridor, couloir|N;Pl|||||
6873|cratère, caldera|N;Pl|||||
6874|brûleur (par ex. d'un four)|N;Pl|||||
6875|grand magasin|N;Pl|||||
6876|département, service|N;Pl|||||
6877|arrêt de bus|N;Pl|||||
6878|bout (par ex. de la rue), fond (par ex. du couloir)|N;Pl|||||
6879|sortie de secours|N;Pl|||||
6880|entrée, porte, voie d'accès, bouche (de métro)|N;Pl|||||
6881|entrée, hall d'entrée, vestibule|N;Abs|||||
6882|sortie, issue, dégagement, conduit|N;Pl|||||
6883|champ (de fruits, de légumes, etc.), terre cultivée, jardin potager, potager, plantation|Sx|||||
6884|champ (de spécialisation), sphère, zone|Sx|||||
6885|utérus, naissance, lieu de naissance|Sx|||||
6886|sol, plancher|N;Pl|||||
6887|scène (pour le narrateur et le joueur de shamisen)|N;Pl|||||
6888|terrasse de restaurant construite au dessus d'une rivière|N;Pl|||||
6889|avant, ce côté||||||
6890|son point de vue, son apparence||||||
6891|nous||||||
6892|marchand de légumes|N;Pl|||||
6893|haie|N;Pl|||||
6894|autoroute, voie express|N;Pl|||||
6895|pente, rue en pente|N;Pl|||||
6896|horizontal (par opposition à vertical), allongé|N;Pl|||||
6897|côte à côte (par opposé à dos à dos), côté, largeur|N;Pl|||||
6898|côté (d'une boite, etc.)|N;Pl|||||
6899|à côté de, auprès de|N;Pl|||||
6900|déconnecté|N;Pl|||||
6901|hôpital|N;Pl|||||
6902|maison, (sa propre) maison||||||
6903|(sa) famille, (son) foyer||||||
6904|palais impérial|N;Pl|||||
6905|bureau de renseignements|N;Pl|||||
6906|pendant, au cours de, en||||||
6907|parmi, entre||||||
6908|nous (se référant à son endogroupe ou groupe interne, par ex. son entreprise, etc.), notre||||||
6909|mon époux, mon épouse||||||
6910|domaine du Palais impérial||||||
6911|empereur||||||
6912|je (utilisé principalement par les femmes et les enfants), moi||||||
6913|dans un véhicule||||||
6914|salle de lecture, salle de revue (?)|N;Pl|||||
6915|île||||||
6916|territoire (d'une prostituée, d'un gang du crime organisé, etc.)||||||
6917|école secondaire|N;Pl|||||
6918|école secondaire, collège|N;Pl|||||
6919|Kyoto (ville)|N;Pl|||||
6920|laboratoire|N;Pl|||||
6921|salle de séminaire|N;Pl|||||
6922|bureau du professeur|N;Pl|||||
6923|copropriété (souvent dans un immeuble en béton de moyenne ou de grande hauteur), immeuble résidentiel, appartement|N;Pl|||||
6924|demeure luxueuse, hôtel particulier, résidence|N;Pl|||||
6925|marché, foire|N;Pl|||||
6926|chaîne de montagne|N;Pl|||||
6927|région, zone|N;Pl|||||
6928|voisinage, environs, alentours|N;Pl|||||
6929|lumière du jour, rayon du soleil|N;Pl|||||
6930|bureau|N;Pl|||||
6931|sa patrie|N;Pl|||||
6932|place de stationnement, parking|N;Pl|||||
6933|pont pour piétons|N;Pl|||||
