MM Index|Meaning|Type|Explanation|Rules|Example|Opposite|Synonym
8486|necesidad|N;Abs|||||
8487|tanto como te gustaría|Sx|||||
8488|cambio|N;Abs|||||
8489|eliminación, migración, movimiento||||||
8490|móvil (ej. comunicaciones)||||||
8491|transferencia, asignación, transferencia, asignamiento|N;Abs|||||
8492|comida y bebida, comiendo y bebiendo|N;Abs|||||
8493|atractivo, encanto, gracia|N;Abs|||||
8494|cambio de registro de la casa, transferir (ej., del nombre propio en el registro)||||||
8495|puente de piedra|N;Abs|||||
8496|lápida, memorial, monumento|N;Abs|||||
8497|transferencia, transporte, eliminación|N;Abs|||||
8498|traslado, transferencia, desaparición|N;Abs|||||
8499|para siempre, eternamente, tanto como uno quiera, indefinidamente|A|||||
8500|todavia, aun, hasta ahora|A|||||
8501|ceder, transmitir, traspasar, enajenar|N;Abs|||||
8502|comer entre comidas|N;Abs|||||
8503|(eng: cut) corte, recorte, cortar|N;Abs|||||
8504|hijo, hija, niño, niña, chico, chica, niño||||||
8505|joven (animal)||||||
8506|mujer joven, geisha joven||||||
8507|retoño||||||
8508|interés||||||
8509|acciones nuevas (bolsa)||||||
8510|huevo de ave||||||
8511|Ministro de Bienestar|N;Abs|||||
8512|quizás, posiblemente||||||
8513|hola (en teléfono)|CE;idp|||||
8514|opuesto, contrario|N;Abs|||||
8515|roguemos que|A|||||
8516|secundario, subordinado|N;Abs|||||
8517|arcoiris|N;Abs|||||
8518|siglo veinte, siglo XX|N;Abs|||||
8519|doble, dual, superpuesto||||||
8520|carnívoro|N;Abs|||||
8521|relaciones humanas|N;Abs|||||
8522|humanidad, naturaleza humana|N;Abs|||||
8523|humano|Ana|||||
8524|escalada, ascenso, subida, alza (de precios, etc)||||||
8525|gran acierto, pleno acierto, primer premio, premio gordo|N;Abs|||||
8526|modelo a gran escala|N;Abs|||||
8527|enormemente, a gran escala, considerablemente||||||
8528|grande, gran, largo|P|||||
8529|mayores distribuidores, ventaja sobre|N;Abs|||||
8530|(eng: pipe, tube) tubo, conducto, caño|N;Abs|||||
8531|punto (eng: point)|N;Abs|||||
8532|posición (eng: position)|N;Abs|||||
8533|libra|N;Abs|||||
8534|coleta (eng: ponytail)|N;Abs|||||
8535|(eng: pump) bomba, popa|N;Abs|||||
8536|(eng: pause, pose) pausa, alto, pose, postura|N;Abs|||||
8537|Portugal|N;Abs|||||
8538|póster (eng:), cartel, (am) afiche)|N;Abs|||||
8539|correo (eng: post), buzón de correo||||||
8540|post-||||||
8541|puesto (de trabajo), posición (social)||||||
8542|(eng: pot) cazuela|N;Abs|||||
8543|amor, pasión, emoción, afecto|N;Abs|||||
8544|ladrillo|N;Abs|||||
8545|unión (alianza)||||||
8546|asociación de ideas, relacion de conceptos, (~suru) atar cabos, asociar ideas, relacionar conceptos|N;Abs|||||
8547|continuación|N;Abs|||||
8548|hoy en día (actualmente), actual (de hoy en día)|A;T|||||
8549|anoche|N;T|||||
8550|recorte, reducción|N;Abs|||||
8551|el año pasado|N;T|||||
8552|desde el año pasado|N;Abs|||||
8553|bosque (lit bosquecillo de la montaña)|N;Abs|||||
8554|causa, razón, culpa|N;Abs|||||
8555|distinción por sexo, sexo, género|N;Abs|||||
8556|era, época, siglo|N;Abs|||||
8557|regular, legal, formal, establecido, legítimo||||||
8558|éxito, prosperidad|N;Abs|||||
8559|educación sexual|N;Abs|||||
8560|impaciencia, prisa||||||
8561|demanda, petición, requerimiento|N;Abs|||||
8562|al máximo, lo más posible|A|||||
8563|utensilio de piedra, herramienta de piedra|N;Abs|||||
8564|acercamiento, aproximación|N;Abs|||||
8565|(eng: sex) relación sexual, (eng: ~suru) tener sexo|N;Abs|||||
8566|asertivo, positivo, activo, proactivo|Ana|||||
8567|propuesta, sermón|N;Abs|||||
8568|fuera de stock|N;Abs|||||
8569|bosque|N;Abs|||||
8570|desengaño, decepción, desilusión|N;Abs|||||
8571|hábitos alimentarios|N;Abs|||||
8572|muchacha, jovencita, virgen, chica, doncella, niñita|N;Abs|||||
8573|ganar un juicio, ganar un pleito|N;Abs|||||
8574|demanda, requerimiento|N;Abs|||||
8575|fin, final, finales, conclusión, resultado||||||
8576|abanico plegable|N;Abs|||||
8577|hijo más pequeño, hijo menor, benjamín, (am) xocoyote|N;Abs|||||
8578|finalmente, al fin|A|||||
8579|aplazamiento, prórroga, moratoria|N;Abs|||||
8580|colilla (de cigarro)|N;Abs|||||
8581|Suecia (eng: sweden), Suecia|N;Abs|||||
8582|diálogo, conversación|N;Abs|||||
8583|comparación|N;Abs|||||
8584|confrontación|N;Abs|||||
8585|oposición, antagonismo|N;Abs|||||
8586|reciprocidad, correspondencia, equivalencia|N;Abs|||||
8587|confrontación, oposición, antagonismo|N;Abs|||||
8588|contramedida|N;Abs|||||
8589|hacer frente a, solucionar, resolver|N;Abs|||||
8590|gran premio, primer premio|N;Abs|||||
8591|contraste|N;Abs|||||
8592|contrastivo|Ana|||||
8593|equivalente||||||
8594|diálogo|N;Abs|||||
8595|planteamiento, propuesta|N;Abs|||||
8596|1 a|N;Abs|||||
8597|mayorista (negocio)|N;Abs|||||
8598|tonelada|N;Abs|||||
8599|libélula|N;Abs|||||
8600|túnel (eng: tunnel)|N;Abs|||||
8601|tan pronto como|N;Abs|||||
8602|torre, pagoda||||||
8603|cabeza, cráneo|N;Abs|||||
8604|cefálico|N;Abs|||||
8605|presidente (de banco)|N;Abs|||||
8606|chile, guindilla, chile, ají|N;Abs|||||
8607|pelo (de la cabeza), cabello|N;Abs|||||
8608|sureste|N;Abs|||||
8609|secuela, continuación|N;Abs|||||
8610|par, pareja||||||
8611|acompañante, compañía, relación, trato, conocidos, obligación social|N;Abs|||||
8612|cada mes|A;T|||||
8613|trillado, común, sabido, cada mes||||||
8614|todo lo posible, en la medida de lo posible|A|||||
8615|paso, tránsito|N;Abs|||||
8616|mentiroso (a veces no se dice en serio), mentirosillo|N;Abs|||||
8617|pleito, denuncia|N;Abs|||||
8618|adulterio||||||
8619|incendio forestal|N;Abs|||||
8620|desvelada, trasnochar|N;Abs|||||
8621|apariencia, aspecto, pinta||||||
8622|jardín de infancia, (am) jardín de niños|N;Abs|||||
8623|lava||||||
8624|correo, servicio postal|N;Abs|||||
8625|amistad, compañerismo|N;Abs|||||
8626|quedar campeón, quedar el primero, obtener la victoria, triunfo, victoria|N;Abs|||||
8627|tanto como sea posible|A|||||
8628|absolutamente, incondicionalmente|A|||||
8629|dolor de cabeza|N;Abs|||||
8630|después, luego|N;Abs|||||
8631|posposición|N;Abs|||||
8632|consecuencia, resultado|N;Abs|||||
8633|firmemente, sin contratiempos|A;M|||||
8634|aterrizaje|N;Abs|||||
8635|firme, constante, seguro||||||
8636|aterrizaje|N;Abs|||||
8637|sentarse|N;Abs|||||
8638|combustible|N;Abs|||||
8639|malo, penoso, patético||||||
8640|gobernador de la prefectura|N;Abs|||||
8641|gobierno estatal||||||
8642|fuera de la prefectura|N;Abs|||||
8643|ciudadanos de una prefectura|N;Abs|||||
8644|dentro de la prefectura|N;Abs|||||
8645|estatal|N;Abs|||||
8646|muda de ropa, cambiarse de ropa|N;Abs|||||
8647|lesión, daño, peligro|N;Abs|||||
8648|miedo, duda, incertidumbre, preocupación, ansiedad, desconcierto, desconfianza|N;Abs|||||
8649|crisis|N;Abs|||||
8650|reino imperial|N;Abs|||||
8651|título del himno nacional japonés, reino imperial, título del himno nacional japonés|N;Abs|||||
8652|(fam) ustedes, todos ustedes|P|||||
8653|condición grave (de salud)|N;Abs|||||
8654|parte posterior, parte trasera|N;Abs|||||
8655|patrocinio, apoyo|N;Abs|||||
8656|sufijo que indica menor antigüedad que uno en el trabajo escuela etc|N;Abs|||||
8657|segunda mitad|N;Abs|||||
8658|espalda, dorso|N;Abs|||||
8659|retroceso, marcha atrás, reculada, regresión, retirada|N;Abs|||||
8660|sufijo para muchachos, de los mayores a los muchachos o entre muchachos|N;Sx|||||
8661|soberano, monarca|N;Abs|||||
8662|hermana mayor, camarera, muchacha, esposa quien es mayor que su esposo|N;Abs|||||
8663|casi, por poco|A|||||
8664|después, luego, en lo venidero, desde entonces, más tarde, en el futuro, venidero|N;Abs|||||
8665|trasero, nalgas|N;Abs|||||
8666|bajo tierra|N;Abs|||||
8667|ultimo lugar|N;Abs|||||
8668|consecuencia|N;Abs|||||
8669|primera posición, primer puesto|N;Abs|||||
8670|cabeza, jefe, líder|N;Abs|||||
8671|jefe|N;Abs|||||
8672|en ese caso..., si es así..., siendo ese el caso...|PP|||||
8673|aptitud, talento, madera|N;Abs|||||
8674|gran victoria|N;Abs|||||
8675|capitán general|N;Abs|||||
8676|simetría|N;Abs|||||
8677|cosa hecha (preparada)||||||
8678|historia falsa, cuento falso, (am) cuento chino (lit plática elaborada)|N;Abs|||||
8679|risa forzada|N;Abs|||||
8680|hacia atrás, retrógrado||||||
8681|amor y respeto, encanto, atractivo, cortesía|N;Abs|||||
8682|empeorar, agravarse, (dañarse) deterioro, empeoramiento, agravación, desmoralización, degeneración, corrupción|N;Abs|||||
8683|maldad|N;Abs|||||
8684|mala voluntad, malicia, rencor, malevolencia, maldad|N;Abs|||||
8685|mala intención, de mala fe|N;Abs|||||
8686|malicia|N;Abs|||||
8687|intento criminal para engañar|N;Abs|||||
8688|pesadilla, mal sueño|N;Abs|||||
8689|hombre malo, villano, hombre perverso, persona malvada (malvado)|N;Abs|||||
8690|mala calidad, maligno, vicioso, maligno, vil||||||
8691|apesta, mal olor, hedor, olor fétido|N;Abs|||||
8692|mal tiempo (borrascoso), mal clima, temporal, tempestad|N;Abs|||||
8693|inmoralidad, corrupto, vicio||||||
8694|diversión (eng: amusement)|N;Abs|||||
8695|pene (voz infantil), la colita, el pito, la pilila, la pichina, tintineo , campanilleo , rumor metálico , ponerse un perro a dos patas||||||
8696|inteligencia|N;Abs|||||
8697|a larga escala||||||
8698|rábano japonés|N;Abs|||||
8699|representante|N;Abs|||||
8700|discípulo, aprendiz, adepto, seguidor|N;Abs|||||
8701|ser aceptado como discípulo|N;Abs|||||
8702|simpatizar, compaginar, acordar|N;Abs|||||
8703|compadecer, sentir compasión, compasión, compadecerse, piedad, sentirlo por|N;Abs|||||
8704|motivo, incentivo|N;Abs|||||
8705|moral, moralidad|N;Abs|||||
8706|cuento de hadas|N;Abs|||||
8707|etching|N;Abs|||||
8708|licuefacción|N;Abs|||||
8709|energía (ger: Energie)|N;Abs|||||
8710|recesión||||||
8711|coincidir, acordar|N;Abs|||||
8712|robusto, macizo, recio|A|||||
8713|primer año (de Showa etc.), principio|N;T|||||
8714|originalmente, por naturaleza propia|A|||||
8715|Día de Año Nuevo|N;Abs|||||
8716|precio de coste|N;Abs|||||
8717|límite|N;Abs|||||
8718|alucinación, ilusión|N;Abs|||||
8719|soberano, líder|N;Abs|||||
8720|elemento químico|N;Abs|||||
8721|entretenimiento|N;Abs|||||
8722|derrota|N;Abs|||||
8723|derogación, cancelación|N;Abs|||||
8724|náusea|N;Abs|||||
8725|calzado|N;Abs|||||
8726|catástrofe, cataclismo|N;Abs|||||
8727|criminal, delincuente|N;Abs|||||
8728|transfiguración|N;Abs|||||
8729|cambio, fluctuación, oscilación, movimiento|N;Abs|||||
8730|transformarse, cambiar, variar, alterarse, cambio, variación, alteración, mutación, transición, transformación, transfiguración, metamorfosis|N;Abs|||||
8731|variedad, diversidad, inflección, declinación, conjugación|N;Abs|||||
8732|dar un paso lateral (sumo)|N;Abs|||||
8733|cambio, reforma|N;Abs|||||
8734|conversión|N;Abs|||||
8735|transformación, variación, metamorfosis, modificación, deformación, deformidad, monstruo|N;Abs|||||
8736|cambios, transiciones, altibajos, vicisitudes|N;Abs|||||
8737|metamorfosis, transformación|N;Abs|||||
8738|pesimista|Ana|||||
8739|cueva, caverna, guarida, gruta|N;Abs|||||
8740|paradero|N;Abs|||||
8741|esquina, sección, punto|N;Abs|||||
8742|un cuerno|N;Abs|||||
8743|narwhal (Monodon monoceros)|N;Abs|||||
8744|dormitar, echar una cabezada, quedarse dormido de pie o sentado, adormecimiento, amodorramiento, letargo|N;Abs|||||
8745|tenebroso, melancolía||||||
8746|cilindro largo||||||
8747|una versión||||||
8748|cierto libro||||||
8749|un golpe||||||
8750|geisha experimentada||||||
8751|batalla, juego, combate|N;Abs|||||
8752|bar, cantina, taberna|N;Abs|||||
8753|juventud|N;Abs|||||
8754|húmedo y empadado, sonido de goteo o chorreo|A|||||
8755|victoria o derrota|N;Abs|||||
8756|espejo|N;Abs|||||
8757|sombra|N;Abs|||||
8758|otro lado, atrás, fondo|N;Abs|||||
8759|sombra|N;Abs|||||
8760|otro lado, atrás, fondo, aspecto turbio, aspecto oscuro, mancha, mancilla, borrón (en sentido figurado)|N;Abs|||||
8761|cotilleo, chismorreo, chisme malicioso, calumnia, hablar mal a espaldas de alguien|N;Abs|||||
8762|batalla naval|N;Abs|||||
8763|me pregunto si...|PP|||||
8764|batalla|N;Abs|||||
8765|dureza, rigidez, firmeza, terquedad|N;Abs|||||
8766|raro, distinto, diferente, particular, inusual, original, peculiar|N;Abs|||||
8767|desagradable||||||
8768|altibajos, irregularidades, ondulaciones, oscilaciones|N;Abs|||||
8769|origen, comienzo, ascensión|N;Abs|||||
8770|reclusión, internamiento, privación de libertad, encarcelamiento, encarcelación|N;Abs|||||
8771|erguimiento, enderezo|N;Abs|||||
8772|resurrección de los muertos, recuperación de una situación desesperada, resucitación|N;Abs|||||
8773|levantarse de la cama|N;Abs|||||
8774|entablar pleito, demandar, formular acusación, demanda, acusación|N;Abs|||||
8775|punto de inicio, punto de partida|N;Abs|||||
8776|asignación de un puesto, nombramiento para un cargo|N;Abs|||||
8777|cambio estacional de ropa, cambiarse de ropa para la estación|N;Abs|||||
8778|rigidez, endurecimiento|N;Abs|||||
8779|vestidor, vestuario|N;Abs|||||
8780|endurecimiento, vulcanización, esclerosis|N;Abs|||||
8781|moneda|N;Abs|||||
8782|corrección, ajuste, reajuste, arreglo||||||
8783|rehabilitación, regeneración, renacimiento, reanimación, reorganización|N;Abs|||||
8784|beligerancia, guerra|N;Abs|||||
8785|prórroga contractual, reconducción de un arrendamiento, renovación de un contrato||||||
8786|silo, almacen de grano, almacén|N;Abs|||||
8787|aproximadamente||||||
8788|clímax||||||
8789|clásico||||||
8790|música clásica|N;Abs|||||
8791|oscuridad|N;Abs|||||
8792|arrugar, fruncir, rizar||||||
8793|vivienda, residencia, morada|N;Abs|||||
8794|agudo, severo|N;Abs|||||
8795|crecimiento rápido|N;Abs|||||
8796|salvador, mesías|N;Abs|||||
8797|absorción, succión, atracción|N;Abs|||||
8798|párpado, párpados|N;Abs|||||
8799|de ningún modo, nunca, ¡como!, ¡imposible!, ¡no lo digas!||||||
8800|absurdo, ridículo, irrazonable, poco razonable, incoherente||||||
8801|extremo, sin sentido, descabellado, sin sentido||||||
8802|desorden, confusión, ruina||||||
8803|marca, señal, indicación|N;Abs|||||
8804|peso|N;Abs|||||
8805|graduación (en instrumentos de medición)|N;Abs|||||
8806|mirada, (expresión de los) ojos|N;Abs|||||
8807|superiores, jefes|N;Abs|||||
8808|gesto|N;Abs|||||
8809|familiar, cercano||||||
8810|(mi) persona|N;Abs|||||
8811|procedencia, identidad|N;Abs|||||
8812|presentación, apariencia, vestimenta|N;Abs|||||
8813|(artículos de uso, apariencia) personal, circunvecino a mi persona|CE;N|||||
8814|situación personal, (mi) historia, fortunas y tragedias (en la vida de uno)||||||
8815|ya, ahora|A|||||
8816|testigo ocular|N;Abs|||||
8817|blanco, diana, objetivo, meta|N;Abs|||||
8818|catálogo, listado|N;Abs|||||
8819|si, en caso de, supuesto que|A|||||
8820|quizás, tal vez|CE;A|||||
8821|quizás, tal vez|CE;A|||||
8822|o, de otro modo||||||
8823|si, suponiendo que|A|||||
8824|fantasía, ilusión, sueño|N;Abs|||||
8825|lo que sea, cualquier cosa||||||
8826|sueño|N;Abs|||||
8827|cama|N;Abs|||||
8828|giros al dormir, descuido|N;Abs|||||
8829|palabras de sonámbulo, disparates|N;Abs|||||
8830|Nicaragua|N;Abs|||||
8831|a pesar de, no obstante, sin embargo|CE;PP|||||
8832|como un adulto|Ai|||||
8833|razón, principio, lógica|N;Abs|||||
8834|(Bud) principio general (lo opuesto a fenomeno concreto general)|N;Abs|||||
8835|(en neoconfucianismo) los principios fundamentales del cosmos|N;Abs|||||
8836|teoría, razón, razonamiento, pretexto, excusa|N;Abs|||||
8837|razón, sentido|N;Abs|||||
8838|diferencia, margen, divergencia||||||
8839|(el) peor||||||
8840|en medio de, en el proceso de|N;Abs|||||
8841|máximo|N;Abs|||||
8842|el mejor, el más alto (elevado), mejor||||||
8843|Corte Suprema|N;Abs|||||
8844|el mejor, ideal||||||
8845|(lo) último, (lo) más nuevo, última hora (noticia)|N;Abs|||||
8846|último, final|N;Abs|||||
8847|óptimo||||||
8848|lo mejor, mejor|N;Abs|||||
8849|ilusión óptica, alucinación|N;Abs|||||
8850|sed de sangre|N;Abs|||||
8851|desinfectar, esterilizar|N;Abs|||||
8852|composición, arreglo (de música)|N;Abs|||||
8853|composición|N;Abs|||||
8854|además, otra vez, después de todo, más y más|A|||||
8855|salir, irse|P|||||
8856|pasar, transcurrir|P|||||
8857|ser distante, echar, alejar, apartar, divorciar|P|||||
8858|(después de la raíz -masu, esp. de un verbo suru) completamente|P|||||
8859|pasado (ej. abril pasado)|P|||||
8860|noveno signo del zodiaco chino (El Mono, 3pm-5pm, oeste-suroeste, Julio)||||||
8861|salsa (música cubana)|N;Abs|||||
8862|estatura, altura|N;Abs|||||
8863|hecho a, hecho||||||
8864|precisión, exactitud|N;Abs|||||
8865|con todas las fuerzas, todo lo posible|N;Abs|||||
8866|precisión, exactitud||||||
8867|mente, alma, corazón, espíritu, intención|N;Abs|||||
8868|psiquiatría|N;Abs|||||
8869|trastorno mental|N;Abs|||||
8870|familiaridad, conocimiento|N;Abs|||||
8871|muerto en combate|N;Abs|||||
8872|batalla, combate|N;Abs|||||
8873|disparo|N;Abs|||||
8874|muerte a tiros, muerte por disparo, fusilamiento|N;Abs|||||
8875|eyaculación, eyacular|N;Abs|||||
8876|alcance (armas de fuego)|N;Abs|||||
8877|además, no obstante, y aún|PP|||||
8878|húmedo|Ai|||||
8879|cama, sofá, canapé, cama|N;Abs|||||
8880|ropa de cama|N;Abs|||||
8881|jugo, sopa, caldo||||||
8882|postura, posición, actitud|N;Abs|||||
8883|jovencitos y jovencitas|N;Abs|||||
8884|victoria o derrota, asunto (de batalla)|N;Abs|||||
8885|ganador, vencedor|N;Abs|||||
8886|trama, hilo (de la conversación), razonamiento|N;Abs|||||
8887|claramente|A|||||
8888|proporcionadamente, perfectamente, elegantemente|A|||||
8889|limpiamente, sin problemas|A|||||
8890|completamente, a fondo|A|||||
8891|en absoluto (en una oración negativa), ni siquiera un poco|A|||||
8892|si eso, si es así, en ese caso, en esa situación|CE|||||
8893|lengua (eng: tongue)||||||
8894|exploración, expedición, explorar, exploración, expedición|N;Abs|||||
8895|mina de carbón|N;Abs|||||
8896|simplemente, solamente|A;Dg|||||
8897|carbono (C)|N;Abs|||||
8898|cuestionario, hoja de respuestas|N;Abs|||||
8899|respuesta, explicación|N;Abs|||||
8900|informe, reporte|N;Abs|||||
8901|odioso, insoportable|Ai|||||
8902|hojas jóvenes|N;Abs|||||
8903|joven, muchacho|N;Abs|||||
8904|joven (persona)|N;Abs|||||
8905|joven, juvenil|Ai|||||
8906|mal compañero, tunante, bribón, rufian, canalla|N;Abs|||||
8907|maldad, mal intencionado|N;Abs|||||
8908|razón, camino, causa|N;Abs|||||
8909|preámbulo, premisa, razón, requisito, condición, supuesto, hipótesis|N;Abs|||||
8910|protección, cuidado cariñoso|N;Abs|||||
8911|yermo|N;Abs|||||
8912|llenado, cubrimiento, ocupación|N;Abs|||||
8913|desprecio|N;Abs|||||
8914|bloque|N;Abs|||||
8915|intuición, intuición, perspicacia|N;Abs|||||
8916|línea recta|N;Abs|||||
8917|barrio, vecindad, calle, cuadra, pueblo|N;Abs|||||
